name,region,indicator,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015
Ecuador,Latin America & Caribbean,GDP,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,94776170000,1.01E+11,1.01E+11
El Salvador,Latin America & Caribbean,GDP,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000,24350900000,25054200000,25850200000
Grenada,Latin America & Caribbean,GDP,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698518518.5,758518518.5,825925925.9,771278111.1,771015888.9,778648666.7,799882148.1,842571333.3,911803777.8,978148148.1
Guatemala,Latin America & Caribbean,GDP,18702802399,20776403844,21917430474,23965276000,27211377220,30231249362,34113107085,39136436553,37733609939,41338008617,47654783851,50388460920,53851143341,58722323918,63794348775
Guyana,Latin America & Caribbean,GDP,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990006534,3077086276,3166029056
Haiti,Latin America & Caribbean,GDP,3596443005,3472191962,2960306121,3537720277,4310358096,4757289752,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508,8452718010,8776370457,8877465911
Honduras,Latin America & Caribbean,GDP,7566498403,7776435882,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901,18496438641,19380958759,20152043003
Jamaica,Latin America & Caribbean,GDP,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12037473161,13190512703,14396816914,14746420946,14262303586,13927110142,14005654599
Mexico,Latin America & Caribbean,GDP,7.25E+11,7.42E+11,7.13E+11,7.70E+11,8.66E+11,9.65E+11,1.04E+12,1.10E+12,8.95E+11,1.05E+12,1.17E+12,1.19E+12,1.26E+12,1.30E+12,1.14E+12
Nicaragua,Latin America & Caribbean,GDP,5323146566,5224213018,5322454926,5795568205,6321335612,6786294637,7458103362,8491388729,8380731880,8741313140,9755619760,10438842116,10874735111,11790221756,12692562187
Panama,Latin America & Caribbean,GDP,12501974600,12994218400,13693884200,15013275300,16374277900,18144936600,20958000000,24522200000,26593500000,28917200000,34373820500,39954761200,44856189500,49165773100,52132289700
Paraguay,Latin America & Caribbean,GDP,7662595076,6325151760,6588103836,8033877360,8734653809,10646157920,13794910634,18504130753,15929902138,20030528043,25071195492,24611039786,28965906502,30881166852,27622778722
Peru,Latin America & Caribbean,GDP,51592365725,54436633340,59030590739,66695121800,74947898080,87862091339,1.02E+11,1.22E+11,1.21E+11,1.49E+11,1.71E+11,1.93E+11,2.02E+11,2.03E+11,1.92E+11
Puerto Rico,Latin America & Caribbean,GDP,69668635000,72546194000,75833996000,80322313000,83914521341,87276164365,89524131617,93639316000,96385638000,98381268000,1.00E+11,1.01E+11,1.03E+11,,
Sint Maarten (Dutch part),Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
St. Kitts and Nevis,Latin America & Caribbean,GDP,460467986.5,480825603.4,463418863.3,501150888.9,543169963,636071000,684148703.7,734660333.3,708891296.3,692457407.4,728050629.6,731919888.9,787290370.4,864766185.2,921888851.9
St. Lucia,Latin America & Caribbean,GDP,742383570.8,746048893.3,810093360.7,890757609.7,946681289,1074708501,1173341556,1194493407,1186800333,1249497000,1290025296,1311133148,1334385778,1404430556,1436390326
St. Martin (French part),Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,Latin America & Caribbean,GDP,430040370.4,461883444.4,481806296.3,521975111.1,550728666.7,610778296.3,651436074.1,695428851.9,674922481.5,681225963,676129407.4,692933740.7,720636185.2,729738560.4,751373263
Suriname,Latin America & Caribbean,GDP,763465550.5,1078402128,1271196078,1484092538,1793776693,2626380435,2936612022,3532969035,3875409836,4368398048,4422276622,4980000000,5130909091,5210303030,4877888604
Trinidad and Tobago,Latin America & Caribbean,GDP,8824873259,9008273721,11305459802,13280275123,15982282468,18369070083,21642304046,27870257894,19175196446,21037612736,24409826346,24580844843,27257411604,28874122634,27805745961
Turks and Caicos Islands,Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
Uruguay,Latin America & Caribbean,GDP,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572633,30366213118,31660911279,40284682481,47962439303,51265399743,57531233351,57235766827,53442697568
"Venezuela, RB",Latin America & Caribbean,GDP,1.23E+11,92889586976,83622191419,1.12E+11,1.46E+11,1.83E+11,2.30E+11,3.16E+11,3.29E+11,3.94E+11,3.16E+11,3.81E+11,3.71E+11,,
Virgin Islands (U.S.),Latin America & Caribbean,GDP,,,,,,,,,,,,,,,
Algeria,Middle East & North Africa,GDP,54744714110,56760288396,67863829705,85324998959,1.03E+11,1.17E+11,1.35E+11,1.71E+11,1.37E+11,1.61E+11,2.00E+11,2.09E+11,2.10E+11,2.14E+11,1.67E+11
Bahrain,Middle East & North Africa,GDP,8976207713,9632155053,11074822074,13150166755,15968726862,18505053191,21730000000,25710877660,22938218085,25713271277,29044069149,30756462766,32897606383,33851063830,32221489362
Djibouti,Middle East & North Africa,GDP,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,1455416074,1589025860,
"Egypt, Arab Rep.",Middle East & North Africa,GDP,97632008710,87850683979,82924503943,78845185293,89685725230,1.07E+11,1.30E+11,1.63E+11,1.89E+11,2.19E+11,2.36E+11,2.76E+11,2.86E+11,3.01E+11,3.31E+11
"Iran, Islamic Rep.",Middle East & North Africa,GDP,1.27E+11,1.29E+11,1.54E+11,1.84E+11,2.20E+11,2.59E+11,3.37E+11,3.97E+11,3.99E+11,4.68E+11,5.92E+11,5.87E+11,5.12E+11,4.25E+11,
Iraq,Middle East & North Africa,GDP,,,,36627901762,49954890353,65140293688,88840050497,1.32E+11,1.12E+11,1.39E+11,1.86E+11,2.18E+11,2.32E+11,2.24E+11,1.69E+11
Israel,Middle East & North Africa,GDP,1.31E+11,1.21E+11,1.27E+11,1.35E+11,1.43E+11,1.55E+11,1.80E+11,2.17E+11,2.08E+11,2.34E+11,2.62E+11,2.60E+11,2.92E+11,3.06E+11,2.96E+11
Jordan,Middle East & North Africa,GDP,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110609732,21971835283,23818322958,26425379437,28840263380,30937277606,33593843662,35826925775,37517410299
Kuwait,Middle East & North Africa,GDP,34890772742,38137545245,47875838926,59440108585,80797945205,1.02E+11,1.15E+11,1.47E+11,1.06E+11,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.64E+11,1.13E+11
Lebanon,Middle East & North Africa,GDP,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854,44352418120,45730945274,47102873632
Libya,Middle East & North Africa,GDP,34110064452,20481889764,26265625000,33122307692,47334148578,54961936663,67516236338,87140405361,63028320702,74773444901,34699395524,81905365776,65504442872,41142722414,29152707345
Malta,Middle East & North Africa,GDP,3917620728,4296164768,5119621569,5643525282,5990648162,6365500032,7466219569,8554293727,8099400961,8163355021,9302635890,8882509104,9642848650,,
Morocco,Middle East & North Africa,GDP,39459581217,42236836821,52064058834,59626020162,62343022651,68640825481,79041539006,92507257784,92897320376,93216746662,1.01E+11,98266306615,1.07E+11,1.10E+11,1.00E+11
Oman,Middle East & North Africa,GDP,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641352406,67937581274,76341482445,78182574772,81796618986,70254876463
Qatar,Middle East & North Africa,GDP,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.15E+11,97798351648,1.25E+11,1.70E+11,1.90E+11,2.02E+11,2.10E+11,1.67E+11
Saudi Arabia,Middle East & North Africa,GDP,1.83E+11,1.89E+11,2.15E+11,2.59E+11,3.28E+11,3.77E+11,4.16E+11,5.20E+11,4.29E+11,5.27E+11,6.70E+11,7.34E+11,7.44E+11,7.54E+11,6.46E+11
Syrian Arab Republic,Middle East & North Africa,GDP,21099833784,21582248882,21828144686,25086930693,28858965517,33332844575,40405006007,,,,,,,,
Tunisia,Middle East & North Africa,GDP,22066101341,23142294436,27453084983,31183139301,32273007554,34378437265,38908069299,44856586316,43454935940,44050929160,45810626509,45044176964,46255554872,47603227897,43015089723
United Arab Emirates,Middle East & North Africa,GDP,1.03E+11,1.10E+11,1.24E+11,1.48E+11,1.81E+11,2.22E+11,2.58E+11,3.15E+11,2.54E+11,2.86E+11,3.49E+11,3.73E+11,3.87E+11,3.99E+11,3.70E+11
West Bank and Gaza,Middle East & North Africa,GDP,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10459845737,11279400000,12476000000,12715600000,12677400000
"Yemen, Rep.",Middle East & North Africa,GDP,9854042165,10693278292,11777768087,13873500888,16753772448,19081726103,25633674564,30397203369,28459501430,30906753495,31078858746,32074766835,35954502304,,
Bermuda,North America,GDP,3680483000,3937228000,4186525000,4484703000,4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5537537000,5573710000,,
Canada,North America,GDP,7.36E+11,7.58E+11,8.92E+11,1.02E+12,1.17E+12,1.32E+12,1.46E+12,1.55E+12,1.37E+12,1.61E+12,1.79E+12,1.82E+12,1.84E+12,1.78E+12,1.55E+12
United States,North America,GDP,1.06E+13,1.10E+13,1.15E+13,1.23E+13,1.31E+13,1.39E+13,1.45E+13,1.47E+13,1.44E+13,1.50E+13,1.55E+13,1.62E+13,1.67E+13,1.73E+13,1.79E+13
Afghanistan,South Asia,GDP,2461666315,4128818042,4583648922,5285461999,6275076016,7057598407,9843842455,10190529882,12486943506,15936800636,17930239400,20536542737,20046334304,20050189882,19199437989
Bangladesh,South Asia,GDP,53991289844,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02E+11,1.15E+11,1.29E+11,1.33E+11,1.50E+11,1.73E+11,1.95E+11
Bhutan,South Asia,GDP,476360697.2,537050133.7,622026107.8,702682019,818869145.1,897731524.9,1196091805,1258332337,1264758198,1585472534,1820207626,1823692110,1798333726,1958819915,1962221696
India,South Asia,GDP,4.94E+11,5.24E+11,6.18E+11,7.22E+11,8.34E+11,9.49E+11,1.24E+12,1.22E+12,1.37E+12,1.71E+12,1.82E+12,1.82E+12,1.86E+12,2.04E+12,2.07E+12
Maldives,South Asia,GDP,884276168.3,910864148.4,1043403344,1202240023,1119806500,1474698125,1745998938,2117773602,2166330188,2323401758,2449576517,2514041557,2795200010,3063899508,3142812004
Nepal,South Asia,GDP,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,19769642123,20880545907
Pakistan,South Asia,GDP,72309738921,72306820396,83244801093,97977766198,1.10E+11,1.37E+11,1.52E+11,1.70E+11,1.68E+11,1.77E+11,2.14E+11,2.25E+11,2.31E+11,2.43E+11,2.70E+11
Sri Lanka,South Asia,GDP,15746229582,16536535647,18881765437,20662525941,24406252457,28279814925,32350248411,40713812310,42066217872,56725745039,65292741297,68434399083,74294206491,80028186275,82316172384
Angola,Sub-Saharan Africa,GDP,8936063723,12497346670,14188949191,19640848729,28233712831,41789478661,60448921272,84178032716,75492384801,82470913121,1.04E+11,1.15E+11,1.25E+11,1.27E+11,1.03E+11
Benin,Sub-Saharan Africa,GDP,2680213931,3054571082,3905366188,4521424807,4803702821,5142380779,5969535132,7132787397,7097198712,6970240895,7814081156,8117100934,9110800745,9575356735,8476125181
Botswana,Sub-Saharan Africa,GDP,5489608300,5438857107,7511582173,8957467707,9931134941,10126940513,10939053365,10945070442,10267128733,12786662035,15682931970,14686249032,14814801573,15880195735,14390863395
Burkina Faso,Sub-Saharan Africa,GDP,2812845514,3205592290,4205691222,4838551100,5462709498,5844669846,6771277871,8369637065,8369175126,8979966766,10724061339,11166061508,12114166021,12549126616,11099473097
Burundi,Sub-Saharan Africa,GDP,876794723.1,825394490.2,784654423.6,915257323.4,1117257279,1273180597,1356078278,1611634332,1739781489,2026864469,2355652126,2472384907,2714505635,3093647227,3085184837
Cabo Verde,Sub-Saharan Africa,GDP,563024383.3,620974660.2,813963830.2,924318490.8,971977088.2,1107891063,1513933983,1789333749,1711817182,1664310770,1864824081,1751888562,1837908563,1871187071,1629759975
Cameroon,Sub-Saharan Africa,GDP,9633109350,10879778384,13621738837,15775357015,16587858857,17953066721,20431780378,23322254114,23381142147,23622483984,26587311528,26472056038,29567504655,32050817633,29198372811
Central African Republic,Sub-Saharan Africa,GDP,931833302.8,991387870.1,1139754799,1270080251,1350301057,1460562038,1698125618,1985370058,1981728141,1986014846,2212699747,2184183758,1494073354,1691091492,1503299944
Chad,Sub-Saharan Africa,GDP,1709347793,1987622279,2736666516,4414929220,6646663021,7422102520,8638711757,10351933632,9253484290,10657705072,12156380062,12368070169,12949854263,13922223234,10888798114
Comoros,Sub-Saharan Africa,GDP,220093812.2,246737679.5,317562269.4,368143118.7,380372892.6,406111873.5,462453582.9,517477678.6,514788082.3,516962886.8,566024620.5,550476566.1,598925513.2,623751044.5,
"Congo, Dem. Rep.",Sub-Saharan Africa,GDP,7438189100,8728038525,8937567060,10297483481,11964484668,14296507096,16364029327,19206060270,18262773821,20523285374,23849009738,27463220380,30014813756,32782281736,35237742278
"Congo, Rep.",Sub-Saharan Africa,GDP,2794259756,3019993723,3495868725,4648628840,6087002682,7731261311,8394688284,11859014004,9593536531,12007880590,14425607224,13677930124,14085852120,14177437627,8553154506
Cote d'Ivoire,Sub-Saharan Africa,GDP,11192560827,12346919216,15306602560,16554441847,17084928927,17800887796,20343635320,24224903100,24277493862,24884505035,25381616734,27040562587,31292560974,34253607832,31752543539
Equatorial Guinea,Sub-Saharan Africa,GDP,1461139022,1806742742,2484745935,4410764339,8217369093,9144693758,10776721748,16021701872,10219467607,12709498548,17229758160,18011041667,17135584685,15529729677,9397792253
Eritrea,Sub-Saharan Africa,GDP,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,,,,
Ethiopia,Sub-Saharan Africa,GDP,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648211133,55612228234,61537143095
Gabon,Sub-Saharan Africa,GDP,5018874179,5310381151,6497305662,7756293575,9458884812,10154041930,12438956756,15508574820,12065138273,14358584300,18186478120,17171447372,17590716232,18179717776,14339723935
"Gambia, The",Sub-Saharan Africa,GDP,687408804.6,578236035.1,487038821.6,578785278.8,624174723.7,655068696,798870894.2,965769128.2,900639747.9,952429030.4,904256643.4,912569686.8,903779657.1,850903179.3,
Ghana,Sub-Saharan Africa,GDP,5314909954,6166330136,7632406553,8881368538,10731634117,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979,47805069495,38616536132,37864368220
Guinea,Sub-Saharan Africa,GDP,2833442750,2949637039,3446442219,3666349049,2937071767,2931625105,4134173275,4515824647,4609923756,4735956493,5067360009,5667229759,6231725485,6624068016,6699203543
Guinea-Bissau,Sub-Saharan Africa,GDP,392278164.4,415843479.8,476388249.3,531109346.8,586791836.1,591829897.5,695606313.9,864107768.3,825796952.7,847491366.9,1105497904,995582730.6,1026663833,1109009638,1056851008
Kenya,Sub-Saharan Africa,GDP,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014,55100780396,61395415492,63398041540
Lesotho,Sub-Saharan Africa,GDP,706400239.3,656752929.1,969167237.3,1234215385,1368352570,1428852972,1597476793,1630672203,1711412960,2187482926,2523309140,2384043849,2218102350,2181300506,
Liberia,Sub-Saharan Africa,GDP,521000000,543000000,416000000,474700000,550000000,604028900,739027200,850040500,1155147400,1292697100,1545400000,1735500000,1946500000,2013000000,2053000000
Madagascar,Sub-Saharan Africa,GDP,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10613473833,11011062173,9980522718
Malawi,Sub-Saharan Africa,GDP,1716502070,3495597587,3209167240,3476333639,3655892942,3998020177,4432937046,5321012192,6191127665,6959655571,8004000737,6028487929,5518880769,6047813437,6565382259
Mali,Sub-Saharan Africa,GDP,3465305993,3889758024,4703504466,5444474268,6245031690,6899799786,8145694632,9750822511,10181021770,10678749467,12978107561,12442747897,13245777670,14388384093,13100263697
Mauritania,Sub-Saharan Africa,GDP,1295539448,1324426607,1563074860,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5166340391,5231255478,5645739652,5442297174,
Mauritius,Sub-Saharan Africa,GDP,4536544700,4767303154,5609836355,6385691317,6283796155,6731529168,7792052680,9641089805,8834661043,9718233911,11252386261,11445657238,11931866299,12612959480,11510952257
Mozambique,Sub-Saharan Africa,GDP,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012,14534278446,16018848991,16945889410,14688606238
Namibia,Sub-Saharan Africa,GDP,3546783708,3361251198,4931312147,6606858786,7261333795,7978734402,8740865600,8486721917,8876191121,11282192605,12409629836,13016152024,12720433346,12838336840,11546088223
Niger,Sub-Saharan Africa,GDP,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7667951988,8245312137,7142951342
Nigeria,Sub-Saharan Africa,GDP,44138014092,59116868251,67655840108,87845403978,1.12E+11,1.45E+11,1.66E+11,2.08E+11,1.69E+11,3.69E+11,4.12E+11,4.61E+11,5.15E+11,5.68E+11,4.81E+11
Rwanda,Sub-Saharan Africa,GDP,1674685126,1677447003,1845979351,2089188921,2581465675,3110328011,3775447706,4796573531,5308990459,5698548988,6406727230,7219657132,7522006198,7912161660,8095980014
Sao Tome and Principe,Sub-Saharan Africa,GDP,72230284.44,80531992.12,96343906.43,105360801.9,126194166.2,134441116.9,145827429.6,189595284.4,192558289.7,195176113.4,239986643.5,265592759.8,305632896.2,337413477.2,
Senegal,Sub-Saharan Africa,GDP,4877602060,5333862371,6858952880,8031344381,8707015771,9358710935,11284603071,13386345215,12812994419,12932428288,14440676929,14045681414,14951667194,15657551477,13779570706
Seychelles,Sub-Saharan Africa,GDP,622262057.2,697518248.2,705704816,839319927.3,919103254.5,1016418229,1033561654,967199594,847397850.1,969936525.3,1065826670,1134267367,1411061261,1422530792,1437722206
Sierra Leone,Sub-Saharan Africa,GDP,1079478388,1239004288,1371442566,1431208677,1627854495,1885112202,2158496873,2505458705,2489985963,2616610911,2985556819,3853432409,4958754472,5005662071,4474689706
Somalia,Sub-Saharan Africa,GDP,,,,,,,,,,,,,5352000000,5707000000,5953000000
South Africa,Sub-Saharan Africa,GDP,1.22E+11,1.15E+11,1.75E+11,2.29E+11,2.58E+11,2.72E+11,2.99E+11,2.87E+11,2.96E+11,3.75E+11,4.17E+11,3.97E+11,3.66E+11,3.50E+11,3.13E+11
South Sudan,Sub-Saharan Africa,GDP,,,,,,,,15550136279,12231362023,15727363443,17826697892,10368813559,13257635695,13282084034,9015221096
Sudan,Sub-Saharan Africa,GDP,13182979784,14803189093,17646503525,21457470203,26524538566,35822408612,45898948564,54526580232,53150209168,65634109237,67327289320,62688889673,66480141187,73814947341,84066770983
Swaziland,Sub-Saharan Africa,GDP,1349339652,1224226095,1854032546,2420645241,2584089444,2947943587,3053808159,3019779209,3144671159,3527776867,4963056465,4912817418,4562432041,4412891833,4060072444
Tanzania,Sub-Saharan Africa,GDP,10383560603,10805599893,11659129889,12825801581,16929976600,18610460327,21501741757,27368386358,28573777052,31407908612,33878631649,39087748240,44333456245,48030400964,44895392077
Togo,Sub-Saharan Africa,GDP,1332328999,1474630207,1673690430,1937074572,2115154262,2202809251,2523462557,3163416242,3163000529,3172945645,3756023160,3866617463,4081112865,4482535926,4002723817
Uganda,Sub-Saharan Africa,GDP,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,17878178831,20181796803,20262889524,23236898742,24662957836,26998477707,26369242278
Zambia,Sub-Saharan Africa,GDP,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265552104,23459515284,25503060411,28045517946,27134637888,21201564248
Zimbabwe,Sub-Saharan Africa,GDP,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077400,9422161300,10956226600,12392715500,13490227100,14196912500,13892940504
